CN;Heilongjiang;Songjiang;46.8344;130.432
CH;Ticino;Minusio;46.1796;8.81335
HU;Baranya;Pécs;46.0673;18.1961
CH;Geneva;Geneva;46.1778;6.12746
CH;Vaud;Renens;46.5447;6.58949
CH;Vaud;Lausanne;46.5191;6.62887
CH;Geneva;Geneva (Eaux-Vives);46.2;6.16388
CH;Geneva;Geneva (Centre-Plainpalais-Acacias);46.2039;6.14183
CH;Geneva;Geneva (Centre-Plainpalais-Acacias);46.1959;6.14775
CH;Geneva;Geneva;46.2039;6.14183
CH;Bern;Steffisburg;46.7705;7.63107
SI;Ljubljana;Ljubljana;46.0661;14.5541
SI;Ljubljana;Ljubljana;46.0654;14.5102
SI;Celje;Celje;46.245;15.28
SI;Ljubljana;Ljubljana;46.0553;14.507
CH;Bern;Bern;46.9423;7.43102
SI;Ljubljana;Ljubljana;46.0515;14.4982
CH;Vaud;Saint-Prex;46.4843;6.44526
RO;Cluj;Cluj-Napoca;46.7759;23.6089
SI;Maribor;Maribor;46.5608;15.6516
SI;Ljubljana;Ljubljana;46.0771;14.5127
RU;Sakhalin Oblast;Yuzhno-Sakhalinsk;46.965;142.739
FR;Auvergne-Rhône-Alpes;Aigueperse;46.0225;3.20304
SI;Ljubljana;Ljubljana;46.0557;14.5058
RO;Bacău;Oneşti;46.2477;26.7599
SI;Ljubljana;Ljubljana;46.042;14.4899
SI;Ljubljana;Ljubljana;46.0755;14.5112
CH;Ticino;Taverne;46.0615;8.92905
MD;Chișinău Municipality;Chisinau;46.9787;28.8798
SI;Medvode;Medvode;46.1443;14.4126
CH;Geneva;Geneva (Jonction);46.203;6.13854
SI;Ljubljana;Ljubljana;46.0576;14.5034
SI;Ljubljana;Ljubljana;46.0536;14.5046
IT;Trentino-Alto Adige;Trento;46.0932;11.1183
CH;Bern;Bern;46.946;7.42813
CH;Bern;Bern;46.9541;7.45074
SI;Ljubljana;Ljubljana;46.0561;14.5058
UA;Mykolayiv Oblast;Mykolaiv (Inhulskyi district);46.9636;32.0734
CH;Bern;Bern (Länggasse-Felsenau);46.954;7.43162
FR;Bourgogne-Franche-Comté;Cluny;46.434;4.65922
FR;Nouvelle-Aquitaine;Poitiers;46.5873;0.345619
FR;Nouvelle-Aquitaine;La Rochelle;46.1397;-1.1545
FR;Nouvelle-Aquitaine;Saint-Saturnin-du-Bois;46.1499;-0.691779
FR;Nouvelle-Aquitaine;Niort;46.3285;-0.457696
FR;Nouvelle-Aquitaine;Poitiers;46.5663;0.386101
FR;Nouvelle-Aquitaine;Celles-sur-Belle (Feu);46.2509;-0.205242
CH;Geneva;Vernier;46.2066;6.07858
IT;Trentino-Alto Adige;Trento;46.0919;11.1154
CH;Vaud;Lausanne;46.5112;6.6257
CH;Bern;Bern;46.9442;7.42963
CH;Geneva;Vernier;46.2198;6.11206
CH;Geneva;Geneva;46.2299;6.12857
CH;Geneva;Geneva (Servette - Petit-Saconnex);46.2246;6.13161
CH;Fribourg;Givisiez;46.8113;7.1172
CH;Neuchâtel;Bevaix;46.9262;6.81327
CH;Bern;Bern (Länggasse-Felsenau);46.9514;7.43398
CH;Bern;Ittigen;46.981;7.48311
CH;Fribourg;Givisiez;46.8112;7.11713
CH;Bern;Münsingen;46.8687;7.56338
CH;Geneva;Geneva (Pâquis-Nations);46.2156;6.14682
CH;Vaud;Lausanne;46.5174;6.64425
CH;Bern;Bern;46.9557;7.42781
CH;Vaud;Gland;46.4158;6.26804
CH;Neuchâtel;Neuchâtel;46.99;6.92927
CH;Geneva;Geneva (Jonction);46.1964;6.13585
CH;Geneva;Geneva (Pâquis-Nations);46.2128;6.14249
CH;Geneva;Chêne-Bougeries;46.197;6.17899
CH;Bern;Bern (Breitenrain-Lorraine);46.9559;7.45798
CH;Geneva;Bellevue;46.2542;6.14386
CH;Vaud;Montricher;46.5979;6.37213
CH;Geneva;Geneva (Grottes - Saint-Gervais);46.2077;6.14061
CH;Geneva;Geneva (Centre-Plainpalais-Acacias);46.2036;6.14461
CH;Geneva;Geneva (Pâquis-Nations);46.2148;6.14672
CH;Geneva;Plan-les-Ouates;46.168;6.10494
CH;Bern;Muri bei Bern (Kirchenfeld-Schosshalde);46.9453;7.47264
CH;Bern;Laupen;46.9034;7.24012
CH;Geneva;Geneva (Eaux-Vives);46.2009;6.16045
CH;Vaud;Cudrefin;46.9439;7.02505
CH;Geneva;Geneva;46.2077;6.14059
CH;Geneva;Le Grand-Saconnex;46.2319;6.12603
CH;Vaud;Lausanne;46.521;6.62816
CH;Vaud;Lausanne;46.5111;6.62569
CH;Geneva;Meyrin;46.2263;6.06112
CH;Bern;Liebefeld;46.9334;7.41535
SI;Ljubljana;Ljubljana;46.0479;14.5463
SI;Ljubljana;Ljubljana;46.059;14.505
SI;Ljubljana;Ljubljana;46.0856;14.4824
SI;Ljubljana;Ljubljana;46.0743;14.5105
SI;Slovenj Gradec;Slovenj Gradec;46.5142;15.0802
SI;Ljubljana;Ljubljana;46.0401;14.4725
SI;Tolmin;Tolmin;46.1841;13.7336
SI;Maribor;Maribor (Center);46.561;15.6455
SI;Ljubljana;Ljubljana;46.0755;14.5046
SI;Ljubljana;Ljubljana;46.0387;14.4811
SI;Škofja Loka;Škofja Loka;46.176;14.3339
SI;Ljubljana;Ljubljana;46.1008;14.5559
SI;Kranj;Kranj;46.2352;14.3514
SI;Radeče;Radeče;46.0662;15.1777
SI;Ljubljana;Ljubljana;46.0827;14.5125
SI;Ljubljana;Ljubljana;46.0664;14.5552
SI;Ljubljana;Polje;46.0608;14.5824
SI;Celje;Celje;46.2301;15.2651
SI;Ljubljana;Ljubljana;46.0564;14.5065
SI;Železniki;Železniki;46.2227;14.1629
SI;Dol pri Ljubljani;Dolsko;46.0919;14.6772
SI;Ljubljana;Ljubljana;46.0646;14.5093
SI;Ljubljana;Ljubljana;46.0559;14.5027
SI;Ljubljana;Ljubljana;46.0694;14.5222
SI;Ljubljana;Srednje Gameljne;46.1273;14.4935
SI;Ljubljana;Ljubljana;46.0774;14.5054
AT;Styria;Klöch;46.7647;15.9656
AT;Carinthia;Hörtendorf;46.6333;14.4
AT;Carinthia;Micheldorf;46.914;14.4306
AT;Carinthia;Glödnitz;46.874;14.1192
AT;Styria;Oberdorf am Hochegg;46.9786;15.7217
AT;Carinthia;Feistritz an der Gail;46.5775;13.6067
AT;Styria;Dietersdorf am Gnasbach;46.8092;15.8117
AT;Styria;Sankt Margarethen bei Lebring;46.8636;15.5278
AT;Carinthia;Kirchbach;46.6416;13.1845
RO;Bacău;Bacau;46.5487;26.9138
SI;Maribor;Maribor;46.5368;15.6598
SI;Ljubljana;Ljubljana;46.0455;14.4913
SI;Celje;Celje;46.2294;15.2615
SI;Celje;Celje;46.2396;15.2755
RO;Cluj;Cluj-Napoca;46.7871;23.604
SI;Dobrova-Horjul-Polhov Gradec;Hruševo;46.0691;14.3964
RO;Cluj;Cluj-Napoca (City Center);46.769;23.5843
CH;Geneva;Geneva (Centre-Plainpalais-Acacias);46.1997;6.15008
SI;Ljubljana;Ljubljana;46.064;14.5092
SI;Ljubljana;Ljubljana;46.0538;14.5102
CH;Geneva;Geneva;46.2041;6.14748
RO;Cluj County;Cluj-Napoca (Zorilor);46.754;23.5879
AT;Styria;Frutten;46.8183;15.9386
IT;Trentino-Alto Adige;Bolzano;46.4988;11.3544
SI;Ljubljana;Ljubljana;46.0562;14.5061
SI;Ljubljana;Ljubljana;46.0822;14.5138
AT;Carinthia;Klagenfurt;46.6314;14.3137
SI;Ljubljana;Ljubljana;46.0768;14.4997
SI;Domžale;Dragomelj;46.0944;14.5569
CH;Geneva;Geneva (Jonction);46.2035;6.13724
CH;Vaud;Yverdon;46.7792;6.6594
CH;Vaud;La Tour-de-Peilz;46.4569;6.85386
CH;Geneva;Geneva;46.2207;6.14108
CH;Fribourg;Bösingen;46.9013;7.23019
CH;Vaud;Nyon;46.3823;6.24004
CH;Vaud;Le Mont-sur-Lausanne;46.5703;6.632
CH;Bern;Ostermundigen;46.9543;7.4967
CH;Geneva;Geneva;46.2081;6.14833
CH;Bern;Bern;46.9523;7.44984
CH;Geneva;Geneva;46.2289;6.13469
CH;Geneva;Geneva (Centre-Plainpalais-Acacias);46.2016;6.1523
CH;Ticino;Giubiasco;46.1759;9.00453
SI;Šenčur;Trboje;46.2;14.4167
CH;Geneva;Geneva (Champel);46.1947;6.165
CH;Bern;Bern;46.9359;7.39184
SI;Ljubljana;Ljubljana;46.062;14.5094
RO;Mureş;Târgu Mureş;46.5509;24.5588
CH;Grisons;Avers;46.4658;9.52437
AT;Styria;Lieboch;46.9742;15.3375
AT;Burgenland;Sankt Martin an der Raab;46.9202;16.1338
AT;Carinthia;Spittal an der Drau;46.7919;13.4896
UA;Odessa;Odessa (Prymors'kyi district);46.4797;30.7357
IT;Veneto;Sedico;46.1436;12.1481
CH;Valais;Zermatt;46.0182;7.74657
CH;Vaud;Gilly;46.4579;6.29654
CH;Bern;Liebefeld;46.931;7.42153
IT;Trentino-Alto Adige;Trento;46.0746;11.1225
FR;Nouvelle-Aquitaine;La Rochelle;46.1623;-1.16763
UA;Odesa;Bilhorod-Dnistrovskyi;46.1855;30.3415
AT;Styria;Seggauberg;46.7667;15.5167
CH;Geneva;Geneva;46.1867;6.15537
UA;Kherson Oblast;Kakhovka;46.8117;33.4902
SI;Ljubljana;Ljubljana;46.0598;14.5225
AT;Vorarlberg;Gaschurn;46.9858;10.027
AT;Carinthia;Althofen;46.8698;14.4767
AT;Carinthia;Treibach;46.869;14.4621
AT;Styria;Frannach;46.9131;15.6336
CH;Grisons;Landquart (Mastrils);46.9663;9.54229
IT;Trentino-Alto Adige;Bolzano;46.4703;11.3255
SI;Ljubljana;Ljubljana;46.0639;14.4942
SI;Ljubljana;Ljubljana;46.057;14.5071
SI;Videm;Pobrežje;46.3847;15.8786
CH;Bern;Bern;46.9677;7.45543
CH;Vaud;Gland;46.4165;6.2724
CH;Geneva;Geneva;46.2236;6.14771
SI;Pesnica;Pesnica;46.6163;15.6423
HR;Varaždin;Varaždin;46.3006;16.3274
CH;Geneva;Geneva (Centre-Plainpalais-Acacias);46.2006;6.15328
CH;Bern;Bern;46.9471;7.43705
UA;Odesa;Odesa (Suvorovs’kyy Rayon);46.5744;30.7729
SI;Ljubljana;Ljubljana;46.0866;14.4834
SI;Maribor;Maribor (Center);46.5594;15.6499
SI;Maribor City Municipality;Maribor (Center);46.5594;15.6499
RO;Cluj County;Cluj-Napoca;46.7683;23.6052
IT;Friuli Venezia Giulia;Aviano;46.0632;12.5636
IT;Trentino-Alto Adige;Trento;46.0668;11.1231
IT;Trentino-Alto Adige;Villazzano;46.0437;11.1406
SI;Žiri;Žiri;46.0481;14.1085
SI;Domžale;Količevo;46.1546;14.6105
CH;Geneva;Geneva;46.2327;6.13435
CH;Geneva;Geneva (Les Vollandes);46.2;6.16388
SI;Kranj;Kranj;46.2447;14.3544
SI;Ljubljana;Ljubljana;46.084;14.48
CH;Bern;Bern (Breitenrain-Lorraine);46.9615;7.46182
CH;Bern;Thun;46.7571;7.62748
CH;Vaud;Lausanne;46.5149;6.61123
CH;Bern;Ittigen;46.9761;7.48189
CH;Vaud;Nyon;46.3988;6.21685
CH;Bern;Gümligen;46.9331;7.51075
HU;Baranya;Pécs;46.0741;18.2207
HU;Somogy;Kaposvár;46.3834;17.8253
HU;Baranya;Pécs;46.0729;18.2065
HU;Zala;Keszthely;46.7497;17.2402
HU;Bács-Kiskun;Kiskunfélegyháza;46.7118;19.8505
HU;Veszprém;Tapolca;46.8823;17.4397
HU;Somogy;Marcali;46.5825;17.4148
HU;Fejér;Dég;46.8699;18.4459
HU;Somogy County;Böhönye;46.4072;17.3941
HU;Tolna;Nagydorog;46.6265;18.657
HU;Baranya;Pécs;46.0767;18.2306
HU;Zala;Zalaegerszeg;46.846;16.845
HU;Bács-Kiskun;Kecskemét;46.9112;19.6816
HU;Veszprém;Tihany;46.9133;17.8925
HU;Bács-Kiskun;Kecskemét;46.8961;19.6691
HU;Csongrád;Szeged;46.2482;20.1476
HU;Veszprém;Badacsonytomaj (Badacsony);46.7886;17.5064
HU;Bekes County;Szarvas;46.8595;20.5193
HU;Baranya;Pécs;46.0737;18.2397
HU;Bács-Kiskun;Kalocsa;46.5298;18.973
HU;Baranya;Pécs;46.0742;18.2377
HU;Csongrád;Hódmezővásárhely;46.4149;20.323
HU;Bács-Kiskun;Baja;46.1841;18.9549
HU;Somogy;Kaposvár;46.3603;17.7977
HU;Bekes County;Orosháza;46.5597;20.6682
HU;Csongrád;Szeged;46.2496;20.1487
HU;Tolna;Szekszárd;46.3474;18.7017
HU;Somogy;Kaposvár;46.3591;17.7945
HU;Zala County;Keszthely;46.754;17.241
HU;Zala;Keszthely;46.7688;17.2468
HU;Baranya;Pécs;46.0834;18.2103
HU;Csongrád;Szeged;46.2527;20.1449
HU;Bekes County;Békéscsaba;46.6834;21.0993
HU;Fejér;dunaújváros;46.9606;18.9337
HU;Bács-Kiskun;Kecskemét;46.9131;19.7124
HU;Bekes County;Szarvas;46.8636;20.5527
HU;Csongrád;Szeged;46.2485;20.1476
RO;Cluj;Cluj-Napoca;46.7723;23.5853
RO;Arad County;Arad;46.1732;21.3161
RO;Mureș;Târgu Mureş;46.5468;24.5686
RO;Cluj County;Cluj-Napoca;46.7671;23.5921
RO;Mureș;Târgu Mureş;46.5388;24.5593
RO;Cluj County;Măguri-Răcătău;46.645;23.197
AT;Carinthia;Arnoldstein;46.5538;13.7141
AT;Styria;Fladnitz im Raabtal;46.9922;15.7862
SI;Ljubljana;Ljubljana;46.0983;14.5397
RO;Harghita County;Miercurea-Ciuc;46.3626;25.7942
RO;Mureș County;Reghin;46.7773;24.714
RO;Cluj County;Cluj-Napoca;46.7525;23.5812
RO;Cluj County;Cluj-Napoca;46.7684;23.5491
RO;Cluj County;Cluj-Napoca;46.765;23.585
RO;Harghita County;Miercurea-Ciuc;46.3613;25.8014
RO;Bacău County;Bacau;46.5725;26.9138
RO;Mureș County;Târgu Mureş;46.548;24.5613
IT;Friuli Venezia Giulia;Feletto Umberto;46.0954;13.2138
CH;Uri;Altdorf;46.8821;8.64284
RO;Bacău County;Blăgeşti;46.6833;26.65
RO;Cluj County;Cluj-Napoca;46.7756;23.5942
RO;Cluj County;Cluj-Napoca;46.7571;23.5939
MD;Chișinău Municipality;Chisinau (Sectorul Botanica);46.9932;28.8465
AT;Carinthia;Klagenfurt;46.6112;14.3326
CH;Bern;Muri bei Bern;46.9354;7.49984
CH;Bern;Ittigen;46.9746;7.48035
CH;Ticino;Bellinzona;46.1969;9.02663
CH;Vaud;Saint-Sulpice;46.5135;6.55282
CH;Geneva;Geneva (Centre-Plainpalais-Acacias);46.2032;6.15167
CH;Vaud;Pully;46.5131;6.65966
CH;Vaud;Renens;46.5376;6.59581
CH;Vaud;Renens;46.537;6.59524
CH;Bern;Bern;46.9598;7.46282
CH;Fribourg;Villars-sur-Glâne;46.7986;7.12191
CH;Valais;Sion;46.2307;7.36077
CH;Ticino;Bellinzona;46.1928;9.01483
CH;Geneva;Geneva (Eaux-Vives);46.2029;6.16708
CH;Bern;Ittigen;46.975;7.4717
CH;Ticino;Lamone;46.0387;8.92754
CH;Vaud;Crissier;46.5487;6.57391
CH;Grisons;Chur;46.8547;9.53364
CH;Geneva;Geneva;46.2042;6.14822
CH;Bern;Bern (Kirchenfeld-Schosshalde);46.9389;7.47346
CH;Bern;Bern;46.939;7.47313
CH;Bern;Bern (Breitenrain-Lorraine);46.9523;7.44984
CH;Bern;Liebefeld;46.9324;7.4185
CH;Geneva;Geneva (Champel);46.1898;6.15565
CH;Geneva;Russin;46.1887;6.01333
CH;Bern;Bern;46.9548;7.47564
CH;Vaud;Lausanne;46.5228;6.6185
CH;Vaud;Yverdon-les-Bains;46.7792;6.6594
CH;Fribourg;Granges-Paccot;46.8228;7.15002
CH;Valais;Monthey;46.255;6.95977
CH;Vaud;Lausanne;46.5223;6.61869
CH;Vaud;Lausanne;46.5607;6.68267
FR;Auvergne-Rhône-Alpes;Rongères;46.2942;3.45026
FR;Nouvelle-Aquitaine;Usseau;46.1741;-0.57986
FR;Nouvelle-Aquitaine;Lussac-les-Châteaux;46.4033;0.72326
SI;Ljubljana;Ljubljana;46.0511;14.5108
CH;Bern;Münsingen;46.8733;7.55807
CH;Geneva;Cointrin;46.2264;6.10626
UA;Kherson Oblast;Skadovsk;46.1149;32.9102
FR;Nouvelle-Aquitaine;Niort;46.3324;-0.48578
FR;Nouvelle-Aquitaine;Châtellerault;46.8409;0.54687
FR;Bourgogne-Franche-Comté;Mâcon;46.3081;4.83435
FR;Bourgogne-Franche-Comté;Pontarlier;46.9148;6.34105
FR;Nouvelle-Aquitaine;Châtellerault;46.8319;0.555125
FR;Centre-Val de Loire;Châteauroux;46.8064;1.72372
CH;Geneva;Geneva;46.203;6.14369
CH;Geneva;Le Grand-Saconnex;46.2345;6.11814
CH;Vaud;Saint-Sulpice;46.5135;6.55283
CH;Fribourg;Fribourg;46.8051;7.14113
SI;Zreče;Zreče;46.3753;15.3879
CH;Geneva;Meyrin;46.2245;6.10098
SI;Kranj;Kranj;46.2248;14.3517
RU;Astrakhan Oblast;Narimanov;46.6905;47.8535
RO;Cluj County;Cluj-Napoca;46.7855;23.6113
CH;Geneva;Geneva;46.1936;6.14891
CH;Bern;Bern (Innere Stadt);46.9501;7.44186
CH;Ticino;Bellinzona;46.1913;9.02654
CH;Ticino;Lugano;46.0094;8.95078
UA;Mykolaiv;Novofedorivka;46.7709;31.3091
CH;Geneva;Carouge;46.1894;6.13328
IT;Trentino-Alto Adige;San Martino in Badia;46.682;11.8979
CH;Vaud;Renens;46.5368;6.58481
CH;Geneva;Le Grand-Saconnex;46.2355;6.1224
CH;Geneva;Geneva;46.2037;6.13973
CH;Vaud;Prilly;46.5273;6.60239
IT;Trentino-Alto Adige;Varena;46.3058;11.4581
SI;Trzin;Trzin;46.0989;14.5489
CH;Geneva;Vernier;46.2203;6.09745
CH;Fribourg;Wünnewil-Flamatt;46.8901;7.31323
SI;Maribor;Maribor;46.5498;15.6432
CH;Geneva;Geneva;46.2052;6.15743
CH;Geneva;Meyrin;46.2225;6.0522
CH;Geneva;Geneva;46.2075;6.14399
CH;Geneva;Geneva;46.1912;6.13266
SI;Ljubljana;Ljubljana;46.0462;14.4917
HU;Bekes County;Kondoros;46.7594;20.7939
UA;Odesa;Velykyi Dalnyk;46.4779;30.5571
CH;Geneva;Geneva;46.1947;6.165
HU;Zala County;Becsehely;46.4504;16.8011
RU;Sakhalin Oblast;Yuzhno-Sakhalinsk;46.9606;142.731
RU;Astrakhan;Astrakhan (Korp.1);46.3434;48.0115
CH;Bern;Münsingen;46.8667;7.56651
UA;Odesa;Chornomorsk;46.3227;30.6361
SI;Kranj;Kranj;46.2282;14.3533
FR;Auvergne-Rhône-Alpes;Montluçon;46.3438;2.60429
FR;Pays de la Loire;Machecoul;46.9953;-1.82032
FR;Auvergne-Rhône-Alpes;Thyez;46.0832;6.52274
CH;Vaud;Lausanne;46.5196;6.56849
UA;Odesa;Krasnosilka;46.6211;30.7719
CH;Bern;Bern;46.9476;7.44043
CH;Vaud;Montreux;46.4361;6.90892
SI;Ljubljana;Ljubljana;46.0551;14.5076
SI;Ljubljana;Ljubljana;46.057;14.5097
CH;Vaud;Lausanne;46.5212;6.59513
CH;Geneva;Perly-Certoux;46.1553;6.09458
CH;Geneva;Geneva (Eugène-Pittard);46.1908;6.16512
CH;Geneva;Geneva;46.202;6.13963
CH;Ticino;Bioggio;46.0181;8.91647
RO;Cluj County;Cluj-Napoca;46.7667;23.5786
AT;Carinthia;Wölfnitz;46.6683;14.2576
AT;Styria;Hof bei Straden;46.8;15.9333
AT;Carinthia;Rangersdorf;46.86;12.9492
FR;Nouvelle-Aquitaine;Commune de Jaunay-Marigny;46.6993;0.396902
FR;Nouvelle-Aquitaine;Chasseneuil-du-Poitou;46.6602;0.366244
RO;Cluj;Floreşti;46.7312;23.486
RO;Cluj;Cluj-Napoca;46.7561;23.5944
RO;Harghita;Miercurea-Ciuc;46.3619;25.7981
RO;Bacău;Bacau;46.5723;26.9136
RO;Alba County;Aiud;46.3105;23.7184
RO;Bacău;Bacau;46.5558;26.9124
RO;Sibiu;Mediaş;46.1706;24.345
RO;Alba;Horea;46.5005;22.949
RO;Cluj County;Cluj-Napoca (Gheorghieni);46.7684;23.618
RO;Iași County;Gârbești;46.9833;27.3
RO;Bacău;Bacau;46.5793;26.9138
RO;Cluj;Cluj-Napoca;46.7722;23.6232
RO;Mureș;Târgu Mureş;46.5483;24.5586
UA;Odessa;Odessa (Prymors'kyi district);46.4742;30.7264
SI;Domžale;Dragomelj;46.0943;14.5533
SI;Ljubljana;Ljubljana;46.0874;14.478
RO;Cluj County;Cluj-Napoca (City Center);46.769;23.5843
AT;Carinthia;Ruden;46.6583;14.7764
AT;Styria;Spielfeld;46.7056;15.6372
AT;Carinthia;Wudmath;46.5963;13.9807
AT;Carinthia;Bad Eisenkappel;46.4884;14.5914
CH;Bern;Bern (Innere Stadt);46.9472;7.45049
CH;Bern;Bern;46.9471;7.4505
CH;Bern;Bern (Monbijou);46.9475;7.43497
CH;Ticino;Bellinzona;46.1946;9.0124
CH;Bern;Bern (Breitenrain-Lorraine);46.9559;7.44653
CH;Vaud;Montreux;46.4414;6.88961
CH;Bern;Thun;46.7459;7.59703
RO;Cluj;Cluj-Napoca;46.7717;23.6256
RO;Cluj;Cluj-Napoca;46.7782;23.6343
RO;Cluj;Cluj-Napoca;46.7758;23.601
SI;Ljubljana;Ljubljana;46.0683;14.5406
UA;Kherson;Henichesk;46.168;34.7889
UA;Odessa;Odessa (Prymors'kyi district);46.4781;30.7442
AT;Styria;Oberpremstätten;46.977;15.427
UA;Odessa;Odessa (Suvorovs’kyy Rayon);46.5898;30.7928
HU;Bekes County;Békéscsaba;46.6801;21.0978
RO;Cluj County;Cluj-Napoca;46.7721;23.6032
RO;Cluj County;Cluj-Napoca;46.7733;23.5874
RU;Rostov;Kirovskaya;46.9805;40.0437
CH;Bern;Worb;46.9176;7.60257
CH;Geneva;Le Grand-Saconnex;46.2332;6.12316
CH;Grisons;Davos Platz;46.796;9.82482
CH;Vaud;Nyon;46.386;6.23904
HU;Bács-Kiskun;Kerekegyháza;46.9386;19.477
RO;Cluj;Cluj-Napoca;46.7733;23.5874
SI;Maribor City Municipality;Maribor;46.5613;15.6534
SI;Žalec;Gotovlje;46.2742;15.1519
HR;Varaždinska;Donji Kućan;46.2771;16.3845
CH;Bern;Bern (Mattenhof-Weissenbühl);46.9389;7.44139
RO;Alba;Alba Iulia;46.0717;23.5644
SI;Medvode;Medvode;46.1385;14.4129
CH;Vaud;Nyon;46.3835;6.2215
CH;Geneva;Versoix;46.2812;6.13742
CH;Geneva;Geneva (Jonction);46.2034;6.13942
SI;Ljubljana;Ljubljana;46.0566;14.5341
SI;Ljubljana;Ljubljana;46.0565;14.5342
AT;Carinthia;Sankt Stefan;46.8075;14.8517
AT;Styria;Baumgarten bei Gnas;46.9167;15.7667
HR;Međimurje;Orehovica;46.3317;16.5069
HR;Međimurje;Strahoninec;46.3677;16.4161
CH;Bern;Bern;46.9552;7.43104
SI;Maribor;Maribor (Center);46.5616;15.6428
CH;Bern;Muri bei Bern;46.9264;7.4976
RO;Alba;Alba Iulia;46.0826;23.5808
RO;Mureș;Târgu Mureş;46.5456;24.5625
RO;Neamț County;Piatra Neamţ;46.9196;26.3788
RO;Cluj;Cluj-Napoca;46.7818;23.6269
RO;Bacău;Bacau;46.5728;26.9082
AT;Carinthia;Villach;46.6166;13.8261
AT;Carinthia;Villach;46.6164;13.8253
CH;Ticino;Lugano;46.0051;8.95109
CH;Vaud;Lausanne;46.5369;6.61754
CH;Vaud;Nyon;46.3853;6.23515
UA;Kherson Oblast;Kakhovka;46.8162;33.4806
CH;Geneva;Geneva;46.1889;6.13139
SI;Maribor City Municipality;Maribor (Center);46.5579;15.6477
CH;Geneva;Geneva (Pâquis-Nations);46.2094;6.14662
FR;Nouvelle-Aquitaine;Civray;46.1573;0.295846
FR;Auvergne-Rhône-Alpes;Vichy;46.1206;3.42499
CH;Vaud;Pailly;46.6992;6.67037
CH;Vaud;Lausanne;46.5237;6.6088
CH;Geneva;Geneva (Centre-Plainpalais-Acacias);46.2024;6.15206
CH;Geneva;Geneva (Centre-Plainpalais-Acacias);46.1965;6.14623
CH;Geneva;Le Grand-Saconnex;46.2338;6.11822
CH;Geneva;Geneva (Saint-Jean - Charmilles);46.2062;6.138
CH;Vaud;Prilly;46.549;6.6057
CH;Vaud;Crissier;46.5464;6.58425
CH;Geneva;Geneva (Grottes - Saint-Gervais);46.2087;6.13631
CH;Geneva;Geneva (Pâquis-Nations);46.2106;6.15147
CH;Valais;Sierre;46.2829;7.53796
CH;Geneva;Lancy;46.1904;6.12649
CH;Vaud;Écublens;46.5182;6.55006
CH;Geneva;Cologny;46.2252;6.19179
CH;Geneva;Geneva;46.1828;6.12928
CH;Geneva;Geneva (Eaux-Vives);46.2;6.16095
CH;Vaud;Molondin;46.7603;6.74906
CH;Vaud;Lausanne;46.5389;6.62973
CH;Ticino;Lugano;46.0227;8.96877
CH;Geneva;Geneva (Centre-Plainpalais-Acacias);46.1996;6.15018
CH;Valais;Sion;46.2179;7.32858
CH;Bern;Bern (Mattenhof-Weissenbühl);46.9425;7.42068
CH;Bern;Ittigen;46.9751;7.47076
CH;Bern;Thun;46.7336;7.62093
CH;Ticino;Muzzano;46.0004;8.91218
CH;Bern;Bern (Kirchenfeld-Schosshalde);46.9548;7.4683
CH;Geneva;Geneva;46.2487;6.21593
CH;Geneva;Satigny;46.2004;6.04061
CH;Vaud;Lausanne;46.5165;6.63471
CH;Bern;Bern (Mattenhof-Weissenbühl);46.9462;7.43062
CH;Ticino;Agno;46.0059;8.903
CH;Geneva;Petit Lancy;46.1913;6.1112
CH;Grisons;Zizers;46.933;9.56814
CH;Valais;Leuk;46.3186;7.64707
CH;Vaud;Lausanne;46.5252;6.61638
CH;Geneva;Meyrin;46.2262;6.06171
CH;Valais;Visp;46.2957;7.88379
CH;Bern;Worblaufen;46.9811;7.45824
CH;Geneva;Vandœuvres;46.2144;6.19229
CH;Bern;Bern (Innere Stadt);46.9491;7.4438
CH;Bern;Bern;46.9457;7.43789
CH;Vaud;Montreux;46.4373;6.90888
CH;Vaud;Lausanne;46.5182;6.63771
CH;Vaud;Grandson;46.7988;6.62554
CH;Geneva;Geneva (Pâquis-Nations);46.2199;6.14337
CH;Bern;Gwatt;46.7123;7.62019
CH;Geneva;Geneva (Eaux-Vives);46.2034;6.15561
CH;Geneva;Collonge-Bellerive;46.2487;6.21593
FR;Nouvelle-Aquitaine;Poitiers;46.5582;0.38522
FR;Nouvelle-Aquitaine;Chasseneuil-du-Poitou;46.6624;0.361354
CH;Bern;Bern;46.94;7.39033
CH;Fribourg;Wünnewil-Flamatt;46.889;7.32904
CH;Bern;Köniz;46.9282;7.44492
CH;Fribourg;Fribourg;46.8005;7.13893
CH;Fribourg;Fribourg;46.8086;7.15682
CH;Neuchâtel;Môtiers;46.9111;6.61111
UA;Mykolaiv;Novomykolaivka;46.9661;32.3587
IT;Trentino-Alto Adige;Trento;46.0616;11.1154
IT;Trentino-Alto Adige;Trento;46.0451;11.1204
IT;Trentino-Alto Adige;Trento;46.0456;11.1203
IT;Trentino-Alto Adige;Novacella;46.763;11.6421
HU;Bács-Kiskun;Kecskemét;46.8987;19.6744
FR;Auvergne-Rhône-Alpes;Roanne;46.0357;4.07101
MD;Chișinău Municipality;Chisinau;46.995;28.8201
SI;Kranj;Kranj;46.2665;14.3873
SI;Ljubljana;Ljubljana;46.073;14.5448
SI;Kranj;Kranj;46.2512;14.3495
