CN;Inner Mongolia;Hulun Buir;49.2114;119.756
DE;Baden-Wurttemberg;Heilbronn;49.1617;9.21442
DE;Hesse;Darmstadt;49.8586;8.63243
DE;Baden-Wurttemberg;Dossenheim;49.4428;8.66642
DE;Bavaria;Würzburg (Altstadt);49.7981;9.94844
DE;Hesse;Mörfelden-Walldorf;49.9867;8.57997
DE;Hesse;Langen;49.9913;8.66286
DE;Baden-Wurttemberg;Mosbach;49.3509;9.1342
DE;Baden-Wurttemberg;Mannheim (Neckarstadt-Ost);49.4986;8.5021
DE;Bavaria;Nuremberg (Nordwestliche Außenstadt);49.4737;11.0627
DE;Rheinland-Pfalz;Mainz (Mainz-Marienborn);49.9597;8.20986
DE;Rheinland-Pfalz;Mainz (Mainz-Marienborn);49.9598;8.20956
DE;Bavaria;Sulzbach-Rosenberg;49.4892;11.7709
DE;Bavaria;Nuremberg (Mitte);49.4481;11.0906
DE;Baden-Wurttemberg;Neckarsulm;49.1821;9.23323
DE;Baden-Wurttemberg;Wiesloch;49.293;8.68931
DE;Baden-Wurttemberg;Wiesloch;49.2907;8.6584
DE;Saarland;Kirkel (Kirkel-Neuhäusel);49.2864;7.22145
KZ;Karaganda;Karaganda (Kazybek Bi District);49.7864;73.1434
UA;Ternopil Oblast;Ternopil;49.5518;25.5643
DE;Bavaria;Erlangen;49.596;11.0052
CZ;Zlín;Zlín (Louky);49.2128;17.6223
DE;Baden-Württemberg;Mannheim;49.4746;8.48998
UA;Lviv;Lviv (Frankivskyi rayon);49.8028;24.0005
DE;Bavaria;Fürth (Weikershof);49.4401;10.992
PL;Lesser Poland;Mogilany;49.9255;19.8814
RU;Altai;Belyashi;49.3081;88.112
UA;Vinnytsia;Vinnytsia;49.234;28.4603
CZ;Vysočina;Brtnice;49.304;15.6842
PL;Lesser Poland;Mogilany;49.9389;19.8897
PL;Lesser Poland;Kopanka;49.9835;19.7932
CZ;Zlín;Hovězí;49.3056;18.0616
UA;Poltava;Kremenchuk;49.0945;33.3596
UA;Cherkasy;Cherkasy (Prydniprovs'kyi district);49.4412;32.0661
LU;Luxembourg;Luxembourg;49.6121;6.12501
DE;Hesse;Langen;49.9882;8.65345
DE;Hesse;Weiterstadt;49.8981;8.59463
DE;Rheinland-Pfalz;Wachenheim;49.4382;8.18259
DE;Hesse;Roßdorf;49.859;8.75719
DE;Bavaria;Rückersdorf;49.4921;11.2319
UA;Poltava;Poltava (Oktyabrs'kyi district);49.588;34.5509
UA;Kyiv;Bila Tserkva;49.7914;30.1121
DE;Saarland;Homburg;49.322;7.33957
DE;Bavaria;Nuremberg (Nordwestliche Außenstadt);49.4726;11.0928
DE;Saarland;Saarbrücken (Mitte);49.2202;6.9876
DE;Saarland;Saarbrücken (Mitte);49.2373;6.99905
DE;Saarland;Bexbach;49.3558;7.27344
DE;Saarland;Saarbrücken (Mitte);49.2177;7.00867
DE;Rheinland-Pfalz;Mainz (Hechtsheim);49.9631;8.25419
DE;Bavaria;Allersberg;49.2517;11.2267
DE;Baden-Wurttemberg;Mannheim (Neckarau);49.4587;8.49743
CZ;Vysočina;Pelhřimov;49.4278;15.2261
SK;Prešov Region;Medzilaborce;49.2719;21.9007
DE;Baden-Wurttemberg;Mannheim (Neckarstadt-Ost);49.495;8.50449
DE;Bavaria;Herzogenaurach;49.5751;10.9001
DE;Rheinland-Pfalz;K-Town;49.4436;7.80531
DE;Hesse;Bensheim;49.6848;8.5912
DE;Hesse;Griesheim (Siedlung Tann);49.8596;8.59101
DE;Rheinland-Pfalz;Römerberg (Heiligenstein);49.2805;8.41691
DE;Bavaria;Nuremberg (Nordwestliche Außenstadt);49.4847;11.0955
DE;Bavaria;Fürth;49.4666;10.9857
DE;Hesse;Gernsheim;49.7621;8.49085
DE;Hesse;Mörfelden-Walldorf;49.9871;8.583
DE;Baden-Wurttemberg;Haßmersheim;49.2841;9.14065
DE;Rheinland-Pfalz;Kaiserslautern;49.4438;7.77283
DE;Rheinland-Pfalz;Simmern (Industriepark);49.9683;7.56332
DE;Baden-Wurttemberg;Karlsruhe (Durlach);49.0148;8.47433
DE;Rheinland-Pfalz;Gau-Bickelheim;49.835;8.01721
DE;Bavaria;Nuremberg (Südöstliche Außenstadt);49.4136;11.1604
DE;Bavaria;Erlangen;49.5912;11.003
DE;Baden-Wurttemberg;Heidelberg (Bergheim);49.4055;8.6774
DE;Rheinland-Pfalz;Bad Kreuznach;49.8396;7.86531
DE;Hesse;Mörfelden-Walldorf;49.9889;8.58422
DE;Rheinland-Pfalz;Lautzenhausen (Hahn-Flughafen);49.9528;7.28205
DE;Rheinland-Pfalz;Trier (Kürenz);49.7551;6.66933
PL;Silesia;Cisownica;49.7228;18.7621
PL;Silesia;Górki Małe;49.7654;18.8572
PL;Silesia;Frelichów;49.9092;18.8119
PL;Silesia;Bronów;49.8778;18.921
DE;Hesse;Schaafheim;49.9227;9.00499
PL;Subcarpathia;Strzyżów;49.8701;21.7947
DE;Bavaria;Elsenfeld (Rück);49.8397;9.18845
DE;Baden-Württemberg;Bretten;49.0318;8.70027
DE;Rheinland-Pfalz;Pirmasens;49.1914;7.60123
CZ;Vysočina;Moravec;49.4401;16.1433
CZ;Vysočina;Havlíčkova Borová;49.6358;15.7816
CZ;Pardubický;Sebranice;49.7714;16.2492
LU;Luxembourg;Luxembourg;49.6012;6.13329
LU;Luxembourg;Schuttrange;49.6389;6.27067
LU;Capellen;Mamer;49.6385;5.9826
LU;Luxembourg;Luxembourg;49.6189;6.13592
LU;Luxembourg;Luxembourg;49.6203;6.13781
LU;Luxembourg;Luxembourg;49.6126;6.12041
LU;Luxembourg;Luxembourg;49.5961;6.13008
LU;Esch-sur-Alzette;Esch-sur-Alzette;49.5024;5.94917
DE;Saarland;Mettlach;49.4941;6.59413
UA;Ternopil Oblast;Ternopil;49.5516;25.6162
LU;Esch-sur-Alzette;Crauthem;49.5356;6.14694
DE;Saarland;Perl;49.4725;6.3841
DE;Bavaria;Nuremberg (Südöstliche Außenstadt);49.3993;11.13
DE;Bavaria;Würzburg;49.7861;9.93356
DE;Bavaria;Würzburg (Altstadt);49.7876;9.93265
DE;Bavaria;Aschaffenburg (Innenstadt);49.9712;9.16056
DE;Rheinland-Pfalz;Spires;49.3149;8.414
DE;Bavaria;A-Burg (Innenstadt);49.9712;9.16056
DE;Bavaria;Nuremberg (Mitte);49.4618;11.0863
DE;Rheinland-Pfalz;K-Town;49.4296;7.75138
DE;Bavaria;Weidenbach (Triesdorf);49.2032;10.6541
DE;Baden-Wurttemberg;Heidelberg (Handschuhsheimer Feld);49.4202;8.67287
DE;Baden-Wurttemberg;Heidelberg (Altstadt);49.3961;8.72414
DE;Baden-Wurttemberg;Mannheim (Quadrate);49.4857;8.46284
DE;Rheinland-Pfalz;Mainz;49.9893;8.23006
FR;Hauts-de-France;Amiens;49.9122;2.30285
UA;Ternopil;Ternopil;49.5526;25.593
LU;Luxembourg;Howald;49.5785;6.13433
CZ;Plzeň Region;Horšovský Týn;49.5263;12.9381
CZ;Moravskoslezský;Velké Heraltice;49.9749;17.7288
CZ;Plzeň Region;Pilsen;49.7086;13.415
CZ;South Moravian;Brno střed;49.1896;16.6
CZ;Zlín;Bystřice pod Hostýnem;49.3981;17.6845
CZ;South Moravian;Podolí (Brno-Líšeň);49.2026;16.694
CZ;South Moravian;Brno střed;49.1961;16.6129
CZ;Zlín;Zlín;49.2396;17.6873
UA;Poltava Oblast;Poltava;49.5805;34.5686
DE;Bavaria;Nuremberg (West);49.4597;11.0347
PL;Lesser Poland;Kołkówka;49.8059;21.0947
DE;Baden-Wurttemberg;Mosbach;49.3543;9.15016
DE;Baden-Württemberg;Mosbach;49.3543;9.15016
DE;Baden-Württemberg;Karlsruhe (Nordstadt);49.0264;8.38518
DE;Baden-Württemberg;Mannheim (Quadrate);49.4883;8.47193
DE;Baden-Württemberg;Mannheim (Quadrate);49.4925;8.46498
DE;Baden-Württemberg;Mannheim (Quadrate);49.4818;8.46618
DE;Baden-Württemberg;Mannheim;49.4769;8.49642
DE;Baden-Württemberg;Karlsruhe (Innenstadt-West);49.0159;8.39052
DE;Baden-Württemberg;Heilbronn;49.1424;9.2195
DE;Baden-Württemberg;Heilbronn;49.1467;9.21755
DE;Baden-Württemberg;Heidelberg (Altstadt);49.4122;8.71094
DE;Baden-Württemberg;Heidelberg (Wieblingen);49.4131;8.65118
DE;Baden-Württemberg;Karlsruhe (Innenstadt-West);49.0132;8.39326
DE;Baden-Württemberg;Karlsruhe (Innenstadt-West);49.0131;8.402
DE;Baden-Württemberg;Karlsruhe (Oststadt);49.0045;8.42717
DE;Baden-Württemberg;Karlsruhe (Innenstadt-West);49.0081;8.39945
DE;Baden-Wurttemberg;Mannheim (Quadrate);49.4891;8.46162
DE;Baden-Wurttemberg;Karlsruhe (Südweststadt);49.0019;8.38406
DE;Baden-Württemberg;Karlsruhe (Südweststadt);49.0016;8.38375
DE;Baden-Wurttemberg;Karlsruhe (Südweststadt);49.0016;8.38375
DE;Baden-Wurttemberg;Karlsruhe (Innenstadt-West);49.0121;8.39986
DE;Baden-Wurttemberg;Karlsruhe (Innenstadt-West);49.0135;8.40407
PL;Silesia;Świętoszówka;49.8048;18.9004
PL;Silesia;Rybarzowice;49.7296;19.1016
DE;Rheinland-Pfalz;Hagenbach;49.0131;8.2559
CZ;South Moravian;Bílovice nad Svitavou (Brno-Maloměřice a Obřany);49.2181;16.6432
JE;St Helier;Saint Helier;49.1758;-2.09198
DE;Baden-Württemberg;Karlsruhe (Neureut);49.0457;8.39091
JE;St Helier;Saint Helier;49.2422;-2.08545
DE;Rheinland-Pfalz;Worms;49.6228;8.38034
DE;Baden-Württemberg;Mannheim (Schwetzingerstadt);49.4816;8.47895
DE;Baden-Württemberg;Karlsruhe (Innenstadt-Ost);49.006;8.40529
FR;Normandy;Saint-Contest;49.2011;-0.392611
PL;Lesser Poland;Zakopane;49.2927;19.9498
DE;Bavaria;Nuremberg (Mitte);49.4678;11.0956
UA;Kharkivs’ka Oblast’;Kharkiv;49.9013;36.4377
PL;Lesser Poland;Pcim;49.7517;19.9711
UA;Vinnytsia;Vinnytsia (Lenins'kyi District);49.2329;28.4672
UA;Lviv;Nyzhnii Turiv;49.0876;22.937
FR;Hauts-de-France;Chantilly;49.1917;2.45996
PL;Silesia;Bielsko-Biala;49.8288;19.0711
CZ;Jihočeský kraj;Vimperk (Vimperk I);49.0531;13.7733
FR;Hauts-de-France;Chaumont-en-Vexin;49.2691;1.88877
FR;Normandy;Cherbourg-en-Cotentin;49.6341;-1.58793
FR;Normandy;Le Havre;49.5264;0.109062
FR;Normandy;Pont-l'Évêque;49.2903;0.190828
FR;Hauts-de-France;Saint-Quentin;49.847;3.28794
DE;Baden-Württemberg;Wiesloch;49.2896;8.6604
FR;Normandy;Gonfreville-lOrcher;49.4916;0.215319
LU;Luxembourg;Luxembourg;49.5812;6.11768
LU;Luxembourg;Bertrange;49.6028;6.07148
LU;Luxembourg;Strassen;49.6206;6.07078
LU;Luxembourg;Béreldange;49.6552;6.12425
LU;Luxembourg;Luxembourg (Cessange);49.5795;6.10996
DE;Bavaria;Nuremberg (West);49.4286;11.0224
UA;Lviv;Lviv (Frankivskyi rayon);49.8177;24.001
DE;Rheinland-Pfalz;Mainz (Altstadt);49.9975;8.27234
FR;Grand Est;Metz;49.0957;6.22656
DE;Hesse;Rodgau (Nieder-Roden);49.991;8.87481
UA;Poltava;Revivka;49.1777;33.7441
DE;Bavaria;Grafenrheinfeld;49.9958;10.2011
DE;Bavaria;Nuremberg;49.4677;11.1474
DE;Baden-Württemberg;Karlsruhe (Südstadt);49.0038;8.41014
DE;Hesse;Büttelborn;49.8973;8.50926
DE;Bavaria;Nuremberg (Mitte);49.4686;11.0811
PL;Subcarpathia;Krosno;49.6962;21.7859
DE;Bavaria;Amberg;49.4495;11.7982
DE;Rheinland-Pfalz;Bingen am Rhein (Büdesheim);49.9514;7.90123
DE;Bavaria;Lauf an der Pegnitz (Heuchling);49.5199;11.2807
DE;Rheinland-Pfalz;Lautzenhausen (Hahn-Flughafen);49.9453;7.26985
DE;Rheinland-Pfalz;Niederweis;49.8702;6.46481
DE;Bavaria;Pegnitz;49.7459;11.5345
DE;Baden-Wurttemberg;Bad Rappenau;49.2441;9.10208
DE;Saarland;Illingen (Uchtelfangen);49.3665;7.00786
DE;Rheinland-Pfalz;Spires;49.2923;8.47923
DE;Saarland;Sankt Ingbert (Rohrbach);49.2742;7.15056
DE;Bavaria;Floß;49.7209;12.2757
DE;Baden-Wurttemberg;Schwäbisch Hall (Gschlachtenbretzingen);49.0908;9.75961
DE;Bavaria;Würzburg (Zellerau);49.8013;9.91705
DE;Rheinland-Pfalz;Bitburg;49.979;6.53095
DE;Bavaria;Heilsbronn (Göddeldorf);49.337;10.8518
DE;Bavaria;Regensburg;49.0125;12.1155
DE;Hesse;Büttelborn;49.8961;8.52227
DE;Bavaria;Bärnau (Schwarzenbach);49.8375;12.3811
DE;Baden-Württemberg;Schwäbisch Hall (Hessental);49.0974;9.77183
UA;Vinnitsa;Vinnytsia (Lenins'kyi District);49.2302;28.431
PL;Lesser Poland;Głogoczów;49.8945;19.8741
UA;Khmelnytskyi;Derazhnya;49.2691;27.4291
LU;Diekirch;Ettelbruck;49.8485;6.1053
DE;Bavaria;Herzogenaurach;49.5632;10.8871
DE;Bavaria;Mainaschaff;49.9877;9.08336
FR;Hauts-de-France;Amiens;49.9118;2.29823
LU;Luxembourg;Luxembourg;49.5818;6.1175
UA;Kirovohrad;Vlasivka;49.1152;33.2802
UA;Lviv;Basivka;49.7815;23.907
UA;Poltava;Poltava (Shevchenkivskyi District);49.5876;34.551
UA;Poltava;Varvarovka;49.538;35.2018
UA;Lviv;Lviv (Zaliznychnyi district);49.8423;23.9984
UA;Lviv;Lviv (Shevchenkivskyi District);49.8576;24.0234
UA;Lviv;Skole;49.0372;23.5135
UA;Ternopil;Ternopil;49.5525;25.5884
UA;Ternopil;Kopychyntsi;49.103;25.9116
UA;Lviv;Rozdil;49.462;24.0624
UA;Lviv;Rudky;49.6531;23.487
UA;Lviv;Lviv (Lychakivskyi District);49.836;24.0485
UA;Lviv;Lviv (Halytskyi District);49.8406;24.0225
UA;Lviv;Yavoriv;49.9386;23.3825
UA;Lviv;Lviv;49.8367;24.0378
DE;Baden-Wurttemberg;Karlsruhe (Südweststadt);49.0042;8.39786
CZ;Zlín;Rožnov pod Radhoštěm;49.462;18.1278
PL;Lesser Poland;Nowy Sącz;49.6192;20.694
DE;Saarland;Saarbrücken (Sankt Johann);49.2281;7.01414
DE;Baden-Wurttemberg;Eppelheim;49.391;8.63673
DE;Baden-Wurttemberg;Buchen in Odenwald;49.5245;9.33155
DE;Bavaria;Bamberg;49.9015;10.9018
DE;Bavaria;Nuremberg (Mitte);49.4583;11.058
LU;Esch-sur-Alzette;Dudelange;49.4856;6.0688
UA;Vinnytsia;Kalynivka;49.4486;28.5227
DE;Hesse;Rüsselsheim am Main (Königstädten);49.9746;8.44099
FR;Grand Est;Verdun;49.1567;5.36154
FR;Hauts-de-France;Crécy-sur-Serre;49.6837;3.61729
FR;Hauts-de-France;Montdidier;49.6547;2.59385
FR;Normandy;Honfleur;49.424;0.224948
FR;Île-de-France;Meulan-en-Yvelines;49.0027;1.91162
FR;Île-de-France;Arthies;49.0948;1.78878
FR;Normandy;Caen;49.1781;-0.354346
FR;Grand Est;Reims;49.2284;4.08053
DE;Hesse;Rüsselsheim am Main;49.976;8.42146
DE;Bavaria;Regensburg (Reinhausen);49.0326;12.1081
DE;Baden-Württemberg;Walldorf;49.2968;8.63879
CZ;Vysočina;Pelhřimov;49.422;15.2213
FR;Grand Est;Reims;49.2559;4.04085
DE;Rheinland-Pfalz;Frankenthal (Kreisfreie Stadt Frankenthal);49.5381;8.36198
DE;Baden-Wurttemberg;Karlsruhe;49.0067;8.39384
DE;Rheinland-Pfalz;Mainz (Gonsenheim);49.9935;8.22377
DE;Rheinland-Pfalz;Mainz (Gonsenheim);49.9956;8.2315
DE;Baden-Wurttemberg;Karlsruhe (Nordstadt);49.0304;8.39245
DE;Hesse;Trebur (Geinsheim);49.8903;8.4033
DE;Hesse;Darmstadt;49.8483;8.60639
DE;Baden-Wurttemberg;Heidelberg (Weststadt);49.4019;8.68223
DE;Baden-Wurttemberg;Igersheim;49.4862;9.81878
DE;Bavaria;Erlangen (Tennenlohe);49.5427;11.0276
LU;Luxembourg;Strassen;49.621;6.09605
LU;Luxembourg;Luxembourg;49.6079;6.0874
SK;Presov;Stará Ľubovňa;49.3003;20.6864
DE;Baden-Wurttemberg;Heidelberg (Altstadt);49.3848;8.71074
DE;Hesse;Darmstadt;49.8685;8.62919
DE;Hesse;Darmstadt;49.9132;8.70533
DE;Hesse;Darmstadt;49.8742;8.65951
DE;Rheinland-Pfalz;K-Town;49.4308;7.75262
DE;Rheinland-Pfalz;Mainz (Hechtsheim);49.9619;8.2599
DE;Bavaria;Regensburg (Westenviertel);49.0166;12.0711
DE;Baden-Wurttemberg;Karlsruhe (Oststadt);49.0137;8.42422
DE;Rheinland-Pfalz;K-Town;49.4401;7.74913
DE;Bavaria;Regensburg;49.0096;12.0359
DE;Rheinland-Pfalz;Worms;49.6413;8.34273
DE;Bavaria;Regensburg (Galgenberg);49.0029;12.096
DE;Bavaria;Würzburg (Altstadt);49.7999;9.93182
DE;Bavaria;Weidenbach;49.1983;10.6472
DE;Rheinland-Pfalz;Neustadt an der Weinstraße;49.359;8.13618
FR;Normandy;Caen;49.2011;-0.391214
FR;Normandy;Le Val d'Hazey;49.1711;1.35341
DE;Baden-Wurttemberg;Karlsruhe (Mühlburg);49.0216;8.35094
DE;Rheinland-Pfalz;K-Town;49.4416;7.75688
DE;Bavaria;Nuremberg (Ost);49.4636;11.1226
DE;Saarland;Blieskastel (Mimbach);49.2342;7.27423
DE;Hesse;Darmstadt (Kranichstein);49.8987;8.67593
LU;Luxembourg;Luxembourg;49.5797;6.10984
CZ;Moravskoslezský;Ostrava (Moravská Ostrava a Přívoz);49.8296;18.2661
CZ;Zlín;Hulín;49.3169;17.4637
CZ;Vysočina;Jihlava;49.3984;15.5902
CZ;Zlín;Uherský Brod;49.0281;17.6527
CZ;South Moravian;Blansko;49.3635;16.6438
CZ;Plzeň Region;Pilsen (Plzeň 2-Slovany);49.724;13.411
CZ;South Moravian;Brno střed;49.1887;16.6247
CZ;South Moravian;Rozdrojovice (Brno-Bystrc);49.228;16.5311
CZ;Moravskoslezský;Havířov (Město);49.7811;18.4297
CZ;Moravskoslezský;Havířov;49.781;18.4294
FR;Normandy;Trouville-sur-Mer;49.3599;0.0884134
DE;Bavaria;Nuremberg (Innenstadtgürtel West/Nord/Ost);49.4648;11.0531
DE;Rheinland-Pfalz;Neupotz;49.1178;8.31944
DE;Baden-Württemberg;Karlsruhe (Knielingen);49.0531;8.33646
FR;Normandy;Rouen;49.4394;1.0977
DE;Baden-Wurttemberg;Karlsruhe (Innenstadt-Ost);49.0063;8.41065
DE;Baden-Wurttemberg;Eppelheim;49.4076;8.62568
DE;Baden-Wurttemberg;Sankt Leon-Rot;49.2449;8.6346
DE;Baden-Wurttemberg;Wiesloch;49.2941;8.69901
DE;Baden-Württemberg;Karlsruhe (Hagsfeld);49.0257;8.4477
DE;Bavaria;Dettelbach (Effeldorf);49.7891;10.0901
DE;Bavaria;Würzburg (Altstadt);49.7995;9.94341
DE;Hesse;Darmstadt;49.8726;8.65183
DE;Baden-Wurttemberg;Karlsruhe (Durlach);49.003;8.45552
DE;Saarland;Völklingen;49.2449;6.88702
DE;Bavaria;Nuremberg (Ost);49.4735;11.1294
DE;Saarland;Neunkirchen;49.3495;7.18648
DE;Rheinland-Pfalz;Freinsheim;49.5093;8.20995
DE;Bavaria;Würzburg (Altstadt);49.7999;9.93709
DE;Rheinland-Pfalz;Schornsheim;49.8456;8.17246
FR;Île-de-France;Cergy;49.0374;2.0754
FR;Normandy;Saint-Lô;49.1014;-1.11854
CZ;Moravskoslezský;Ostrava (Moravská Ostrava a Přívoz);49.8368;18.2899
CZ;South Moravian;Blansko (Těchov);49.376;16.6746
DE;Bavaria;Nuremberg (Mitte);49.4485;11.0918
DE;Bavaria;Nuremberg (West);49.4283;11.0225
DE;Hesse;Ginsheim-Gustavsburg (Gustavsburg);49.9968;8.31986
DE;Bavaria;Baiersdorf;49.6541;11.0324
LU;Luxembourg;Luxembourg;49.5986;6.13143
LU;Esch-sur-Alzette;Kayl;49.4976;6.0522
LU;Esch-sur-Alzette;Esch-sur-Alzette;49.4897;5.97536
LU;Luxembourg;Luxembourg;49.5988;6.13051
LU;Luxembourg;Luxembourg;49.5996;6.12824
DE;Bavaria;Regensburg (Kasernenviertel);49.0098;12.1191
DE;Bavaria;Wonsees;49.96;11.3216
SK;Zilina;Žilina;49.2055;18.7696
SK;Zilina;Žilina;49.1991;18.7358
SK;Zilina;Žilina;49.2158;18.7375
SK;Zilina;Martin;49.0622;18.9178
SK;Zilina;Martin (Záturčie);49.071;18.9341
SK;Zilina;Martin;49.0693;18.9259
SK;Zilina;Žilina;49.2083;18.7663
SK;Zilina;Martin;49.069;18.933
SK;Presov;Poprad;49.0543;20.3068
SK;Presov;Stará Lesná;49.152;20.2867
SK;Žilina Region;Ružomberok;49.083;19.2809
FR;Normandy;Le Havre;49.4671;0.195173
FR;Hauts-de-France;Amiens;49.8891;2.2957
FR;Hauts-de-France;Amiens;49.8952;2.30237
PL;Subcarpathia;Krosno;49.6959;21.7699
DE;Baden-Wurttemberg;Bad Mergentheim;49.4913;9.7614
DE;Baden-Wurttemberg;Heidelberg;49.3839;8.68187
DE;Rheinland-Pfalz;Simmern (Industriepark);49.9794;7.55243
DE;Bavaria;Fürth;49.4604;10.9855
DE;Rheinland-Pfalz;Bad Kreuznach;49.8358;7.86404
DE;Baden-Wurttemberg;Heidelberg (Wieblingen);49.4225;8.64045
DE;Rheinland-Pfalz;Pirmasens;49.1875;7.5911
DE;Rheinland-Pfalz;Bornheim (Industriegebiet Bornheim);49.2137;8.17284
DE;Bavaria;Erlangen;49.596;11.0101
DE;Hesse;Rüsselsheim am Main;49.9903;8.41387
DE;Hesse;Egelsbach;49.9631;8.67007
DE;Bavaria;Nuremberg (Nordwestliche Außenstadt);49.4724;11.0637
DE;Baden-Wurttemberg;Schwäbisch Hall;49.1249;9.74228
DE;Baden-Wurttemberg;Mannheim (Industriehafen);49.5047;8.4584
DE;Baden-Wurttemberg;Heidelberg;49.4094;8.64651
DE;Bavaria;Fürth (Unterfarrnbach);49.4832;10.9623
DE;Hesse;Rödermark (Ober-Roden);49.9692;8.84626
DE;Baden-Wurttemberg;Mannheim (Neckarstadt-West);49.5033;8.472
DE;Bavaria;Nuremberg (Südöstliche Außenstadt);49.406;11.1331
DE;Baden-Wurttemberg;Mosbach (Diedesheim);49.3554;9.10697
DE;Bavaria;Schwabach (Igelsdorf);49.318;11.0532
DE;Rheinland-Pfalz;Rodalben (Husterhöhe);49.2278;7.61096
DE;Rheinland-Pfalz;Worms;49.6341;8.35072
DE;Bavaria;Nuremberg (West);49.4048;11.0404
DE;Bavaria;Nuremberg (Ost);49.4582;11.1275
DE;Rheinland-Pfalz;Konz;49.7029;6.58792
DE;Hesse;Darmstadt (Kranichstein);49.8962;8.67837
PL;Silesia;Ustroń;49.7152;18.8161
FR;Hauts-de-France;Amblainville;49.2044;2.12242
DE;Baden-Wurttemberg;Bruchsal;49.1321;8.56919
DE;Saarland;Saarbrücken (Burbach);49.24;6.95649
DE;Rheinland-Pfalz;Ludwigshafen am Rhein (Friesenheim);49.4878;8.41117
DE;Bavaria;Fürth;49.4771;10.9887
DE;Rheinland-Pfalz;Bingen am Rhein (Bingerbrück);49.963;7.89315
DE;Saarland;Saarlouis (Roden);49.3438;6.75466
DE;Baden-Württemberg;Karlsruhe (Neureut);49.0427;8.39163
DE;Baden-Württemberg;Karlsruhe (Südweststadt);49.0043;8.39679
LU;Luxembourg;Luxembourg;49.5796;6.11239
DE;Bavaria;Würzburg (Zellerau);49.7959;9.91663
DE;Bavaria;Iphofen;49.7019;10.2578
DE;Hesse;Darmstadt;49.8776;8.61874
DE;Hesse;Darmstadt;49.8713;8.62487
DE;Baden-Wurttemberg;Heidelberg;49.3953;8.67975
DE;Rheinland-Pfalz;Zweibrücken;49.2386;7.39068
FR;Île-de-France;Goussainville;49.0192;2.44829
FR;Hauts-de-France;Amiens;49.8812;2.3132
DE;Rheinland-Pfalz;Ludwigshafen am Rhein;49.4774;8.44518
DE;Bavaria;Stockstadt am Main;49.9801;9.04412
CZ;Olomoucký;Přerov (Město);49.4578;17.4451
DE;Hesse;Darmstadt;49.874;8.65152
FR;Grand Est;Metz;49.1248;6.17521
GB;England;Easton;49.1915;-2.10249
FR;Grand Est;Sarreguemines;49.0994;7.08252
FR;Normandy;La Haye-le-Comte;49.1972;1.14914
FR;Normandy;Mont-Saint-Aignan;49.4746;1.09175
FR;Grand Est;Reims;49.2114;4.019
CZ;Plzeňský kraj;Hrádek (Nová Huť);49.7129;13.6435
CZ;South Moravian;Bílovice nad Svitavou (Brno-Líšeň);49.2128;16.6845
CZ;Moravskoslezský;Kopřivnice;49.599;18.1433
CZ;Zlín;Uherský Brod;49.0218;17.651
CZ;Moravskoslezský;Ostrava (Mariánské Hory a Hulváky);49.8333;18.2446
CZ;Zlín;Zlín;49.2079;17.5955
CZ;Vysočina;Jihlava;49.3956;15.5898
CZ;Plzeňský kraj;Pilsen;49.7529;13.373
CZ;Olomoucký;Hranice;49.5474;17.7345
CZ;Pardubický;Osík;49.8436;16.2847
CZ;Moravskoslezský;Ostrava (Moravská Ostrava a Přívoz);49.837;18.2956
CZ;Central Bohemia;Jíloviště;49.9429;14.3916
CZ;Pardubický;Chrudim;49.9563;15.7943
CZ;Vysočina;Moravské Budějovice;49.0515;15.8111
CZ;Olomoucký;Olomouc (Holice);49.5873;17.3002
CZ;Olomoucký;Šumperk;49.9729;16.9635
CZ;Plzeňský kraj;Pilsen (Plzeň);49.7441;13.3784
CZ;Pardubický;Svitavy;49.7571;16.4626
CZ;Plzeňský kraj;Pilsen (Plzeň);49.7306;13.3727
CZ;Zlín;Uherský Brod;49.0259;17.6339
CZ;Jihočeský kraj;Písek (Budějovické Předměstí);49.3054;14.1467
CZ;Olomoucký;Olomouc (Neředín);49.5883;17.2298
CZ;Pardubický;Svitavy (Předměstí);49.7543;16.4726
CZ;South Moravian;Bílovice nad Svitavou (Brno-Líšeň);49.1977;16.6614
CZ;South Moravian;Brno střed;49.189;16.606
CZ;Moravskoslezský;Frenštát pod Radhoštěm;49.5455;18.2166
CZ;Central Bohemia;Hořovice;49.8371;13.8983
CZ;Plzeňský kraj;Pilsen (Plzeň);49.7463;13.3782
CZ;Pardubický;Litomyšl (Nedošín);49.8805;16.2911
CZ;Moravskoslezský;Třinec;49.6643;18.6559
CZ;Central Bohemia;Benešov;49.7794;14.6846
CZ;South Moravian;Pozořice;49.2098;16.7907
PL;Silesia;Pszczyna;49.9882;18.9276
DE;Rheinland-Pfalz;Worms;49.6308;8.35717
CZ;South Moravian;Kuřim;49.3144;16.5365
CZ;Plzeňský kraj;Pilsen;49.7542;13.379
CZ;Moravskoslezský;Vlčnov;49.5787;17.9546
UA;Kharkivs’ka Oblast’;Pokotylivka;49.9167;36.1763
CZ;South Moravian;Brno střed;49.2099;16.5916
CZ;Jihočeský kraj;Tábor (Jihočeský);49.4174;14.6526
CZ;Plzeň Region;Pilsen;49.7542;13.379
FR;Normandy;Mont-Saint-Aignan;49.4699;1.07524
DE;Baden-Wurttemberg;Karlsruhe (Knielingen);49.0276;8.34902
CZ;South Moravian;Podolí (Brno-Líšeň);49.2082;16.6867
